,Unnamed: 0,Temperature (°C),Pressure (kPa),Temperature x Pressure,Material Fusion Metric,Material Transformation Metric
0,2500,270.26468757641743,11.023762725705764,2979.3337889794243,74382.64586764314,19740822.41636736
1,2501,147.11344010099498,24.851898648959548,3656.0483032897087,36991.31602745515,3183265.041098088
2,2502,251.6366939787756,19.861983294762624,4998.003812155735,71156.54599791205,15933499.082347251
3,2503,226.7650226310447,23.30122699299571,5283.903266397781,64073.71096077767,11660253.194293631
4,2504,291.02520689451273,16.896894674179208,4917.422268427795,89519.81980054351,24648289.6847624
5,2505,152.04931545835217,10.50726900759647,1597.6230599418027,24279.02522041196,3515116.8594658244
6,2506,130.85555553160071,24.088627579147616,3152.1307438632,31100.891115447623,2240082.500073383
7,2507,162.42420305634,9.583129047495834,1556.5320983255735,27261.701450053155,4284922.049845251
8,2508,151.59175563958374,12.94228068065629,1961.943050360954,25147.926419964144,3483420.194758957
9,2509,251.36655209470257,10.867756140388831,2731.7903900155734,64468.71379666874,15882513.560091555
10,2510,246.62186076935967,17.869180984866382,4406.930664912206,66528.10802304023,14999799.90438948
11,2511,233.9369801710668,13.360194519153517,3125.443560308812,57111.23590801234,12802376.15168511
12,2512,143.27582289169754,24.142164166890453,3458.988437397684,34599.079145735086,2940577.721407229
13,2513,272.361361487818,24.348401574391737,6631.563802853463,88615.53106561075,20203366.662486188
14,2514,291.3143111717856,6.938280360287303,2021.220363873824,85198.0348669371,24722057.689321432
15,2515,206.32116362172889,23.56666185077377,4862.301095731451,55657.05316379133,8782211.088203486
16,2516,229.8745461258772,20.95992030343093,4818.152166585744,62050.38265570471,12146662.009628532
17,2517,200.1384198041124,19.246748722673527,3852.013875722698,47185.10141275384,8016251.437834526
18,2518,156.71154302052076,12.255719627067784,1920.6127335846736,26399.34944791464,3848451.435772172
19,2519,157.22952079932085,18.59114479729985,2923.076787590243,31146.79194784677,3886544.568158152
20,2520,162.68410454698264,21.21332867841536,3451.07138050883,36012.22849707577,4305166.681568849
21,2521,138.1700008328308,21.608494919146008,2985.645760974624,29180.53997539237,2637329.53015892
22,2522,280.3847265258635,21.115512370061072,5920.467161333062,88030.2598916492,22042166.203145307
23,2523,271.67962680933715,11.400471801194984,3097.2759243990254,75291.5475767235,20052494.27935467
24,2524,192.3278722637673,8.700259840486686,1673.3024632627082,37648.57245324954,7114134.310247104
25,2525,173.4502825120341,15.87550701245818,2753.61117633265,34086.13188780673,5217999.804984632
26,2526,287.8156713094197,10.084520418088442,2902.4830139656747,83863.43169153927,23841932.77563569
27,2527,144.47469384656202,20.69970364662782,2990.583347061118,29742.29921414241,3015182.728435773
28,2528,210.7083918933604,5.89339973047446,1241.7887799930368,44602.7169189268,9355002.016832735
29,2529,110.89963110843252,13.50817095309056,1498.0511756473866,14763.573353095422,1363741.9475808796
30,2530,138.2404394034898,20.571760580453752,2843.849221945317,27816.333307039706,2641409.5343650626
31,2531,220.805386671902,6.611182081752951,1459.7846159198098,49043.97853494106,10765327.066920092
32,2532,232.43673056883395,18.73958290571707,4355.767382828485,60607.64991628851,12557469.420320934
33,2533,216.19916373464795,9.621265129946096,2080.1094751636747,47632.70681583046,10105505.69246176
34,2534,273.920283199858,7.547877855978347,2067.516839867525,75462.32762274121,20552817.797190383
35,2535,298.6810441645494,11.157737091676784,3332.6045650555443,90599.4497048322,26645320.81486336
36,2536,252.77236843058225,5.386724959883549,1361.6152261938978,64050.1757940296,16150575.892462363
37,2537,193.01835682875176,17.60044994573647,3397.2099279727468,42708.28020913484,7190798.739817877
38,2538,266.78693389082053,11.658177657801897,3110.249472079436,72759.76723414432,18988495.63077989
39,2539,124.07747883320032,24.874223989227968,3086.3310005157173,30785.57521404535,1909581.4501685908
40,2540,236.654139289186,6.956786938912865,1646.3524252466748,56341.86845677252,13253809.660504458
41,2541,203.6675574906868,22.89768551684073,4663.515681404827,53485.82212788354,8447702.51388381
42,2542,135.61317725114367,14.959154973782564,2028.6585349869024,21738.438457538425,2493829.194903256
43,2543,294.5867234560428,7.3540143818602255,2166.39500100082,87179.05396780539,25564575.82996133
44,2544,167.68748395574949,22.12234682297393,3709.640677940967,38945.72963092236,4714730.436554054
45,2545,223.08468119267667,7.220911273037045,1610.874689266074,50143.28455844196,11102152.98947452
46,2546,275.71884750499044,17.917185615259438,4940.105768372326,81772.75706355817,20960069.185544573
47,2547,201.33776878296413,9.904351252194274,1994.119982359552,41508.47609958924,8161510.327076855
48,2548,123.02757003528636,13.982350884126609,1720.2146526548347,17869.41838579042,1861923.0955556785
49,2549,263.747816869458,16.46039846130872,4341.3941589715605,74022.76891452508,18346794.941140223
50,2550,170.6427534117601,23.393509191753,3991.9328204440494,41921.19392834965,4968390.427362914
51,2551,296.61337377836776,10.69027520975224,3170.87859658386,89201.19936530621,26095780.10960445
52,2552,276.7650892889116,12.753896930565832,3529.833422769628,78673.48758935081,21199742.79040475
53,2553,270.68986666979146,8.991915415824357,2434.0203850155376,74000.04112795992,19834178.80643704
54,2554,171.2506355075799,11.872432706550086,2033.161646017679,31000.254857941087,5022088.785432399
55,2555,251.4259555618132,7.516236558438194,1889.7769589339568,63639.63198526883,15893838.085441854
56,2556,297.26581260031776,15.961667922908228,4744.85818555974,92433.59477810805,26268222.389720343
57,2557,205.26432239026627,16.184632275781023,3322.127577223825,46372.88220378739,8648230.48928864
58,2558,194.14643099104632,17.467462724309136,3391.2455463937576,43022.37359047499,7317624.600487261
